date,day_of_week,time,restaurant,entree,cuisine,location,waste_type,quantity_lb,servings,unit_cost_usd,est_cost_usd,disposal_method,reason,storage_temp_F,safe_temp_range_ok,cuisine_meta,capacity,seating_type,avg_daily_orders,has_sustainability_program,zip_code,standard_portion_oz,expected_servings,avg_unit_cost_usd,order_id,time_delivery,courier_id,distance_km,delivery_time_min,portion_size,delivered,delayed,delivery_rating,food_quality_rating,feedback_text,waste_per_serving_lb,waste_pct_of_prepared,avg_rating
2025-10-07,Tuesday,06:24,Eastside Deli,Veggie Grain Bowl,New American,"Raleigh, Zone-4",Spoilage,6.48,13,9.36,60.65,Donation,Batch cooked too much,146.0,False,Seafood,31,Counter,159,True,27606,16,3,6.06,ORD-1203,22:16,CR-12,7.69,25.0,small,True,False,3.0,5.0,Food arrived cold and was late.,0.498,,4.0
2025-10-07,Tuesday,06:24,Eastside Deli,Veggie Grain Bowl,New American,"Raleigh, Zone-4",Spoilage,6.48,13,9.36,60.65,Donation,Batch cooked too much,146.0,False,Seafood,31,Counter,159,True,27606,16,3,6.06,ORD-1203,22:16,CR-12,7.69,25.0,small,True,False,1.0,2.0,Food arrived cold and was late.,0.498,,1.5
2025-10-06,Monday,23:44,UrbanEats,Pad Thai,Deli,"Raleigh, Zone-1",Overproduction,7.24,8,4.19,30.34,Donation,Customer returned,33.4,False,Italian,155,Outdoor,121,True,27607,8,3,5.66,ORD-1083,13:53,CR-27,4.9,34.0,large,True,True,1.0,2.0,Portion size was perfect.,0.905,,1.5
2025-10-06,Monday,23:44,UrbanEats,Pad Thai,Deli,"Raleigh, Zone-1",Overproduction,7.24,8,4.19,30.34,Donation,Customer returned,33.4,False,Italian,155,Outdoor,121,True,27607,8,3,5.66,ORD-1083,13:53,CR-27,4.9,34.0,large,True,True,5.0,5.0,Food arrived cold and was late.,0.905,,5.0
2025-10-06,Monday,23:44,UrbanEats,Pad Thai,Deli,"Raleigh, Zone-1",Overproduction,7.24,8,4.19,30.34,Donation,Customer returned,33.4,False,Italian,155,Outdoor,121,True,27607,8,3,5.66,ORD-1083,13:53,CR-27,4.9,34.0,large,True,True,4.0,5.0,Excellent packaging and timely delivery.,0.905,,4.5
2025-10-06,Monday,23:44,UrbanEats,Pad Thai,Deli,"Raleigh, Zone-1",Overproduction,7.24,8,4.19,30.34,Donation,Customer returned,33.4,False,Italian,155,Outdoor,121,True,27607,8,3,5.66,ORD-1083,13:53,CR-27,4.9,34.0,large,True,True,1.0,3.0,Packaging sustainable and neat.,0.905,,2.0
2025-10-06,Monday,23:44,UrbanEats,Pad Thai,Deli,"Raleigh, Zone-1",Overproduction,7.24,8,4.19,30.34,Donation,Customer returned,33.4,False,Italian,155,Outdoor,121,True,27607,8,3,5.66,ORD-1083,13:53,CR-27,4.9,34.0,large,True,True,5.0,2.0,Excellent packaging and timely delivery.,0.905,,3.5
2025-10-06,Monday,23:44,UrbanEats,Pad Thai,Deli,"Raleigh, Zone-1",Overproduction,7.24,8,4.19,30.34,Donation,Customer returned,33.4,False,Italian,155,Outdoor,121,True,27607,8,3,5.66,ORD-1107,17:16,CR-2,8.1,8.0,large,True,False,1.0,2.0,Portion size was perfect.,0.905,,1.5
2025-10-06,Monday,23:44,UrbanEats,Pad Thai,Deli,"Raleigh, Zone-1",Overproduction,7.24,8,4.19,30.34,Donation,Customer returned,33.4,False,Italian,155,Outdoor,121,True,27607,8,3,5.66,ORD-1107,17:16,CR-2,8.1,8.0,large,True,False,5.0,5.0,Food arrived cold and was late.,0.905,,5.0
2025-10-06,Monday,23:44,UrbanEats,Pad Thai,Deli,"Raleigh, Zone-1",Overproduction,7.24,8,4.19,30.34,Donation,Customer returned,33.4,False,Italian,155,Outdoor,121,True,27607,8,3,5.66,ORD-1107,17:16,CR-2,8.1,8.0,large,True,False,4.0,5.0,Excellent packaging and timely delivery.,0.905,,4.5
2025-10-06,Monday,23:44,UrbanEats,Pad Thai,Deli,"Raleigh, Zone-1",Overproduction,7.24,8,4.19,30.34,Donation,Customer returned,33.4,False,Italian,155,Outdoor,121,True,27607,8,3,5.66,ORD-1107,17:16,CR-2,8.1,8.0,large,True,False,1.0,3.0,Packaging sustainable and neat.,0.905,,2.0
2025-10-06,Monday,23:44,UrbanEats,Pad Thai,Deli,"Raleigh, Zone-1",Overproduction,7.24,8,4.19,30.34,Donation,Customer returned,33.4,False,Italian,155,Outdoor,121,True,27607,8,3,5.66,ORD-1107,17:16,CR-2,8.1,8.0,large,True,False,5.0,2.0,Excellent packaging and timely delivery.,0.905,,3.5
2025-10-06,Monday,23:44,UrbanEats,Pad Thai,Deli,"Raleigh, Zone-1",Overproduction,7.24,8,4.19,30.34,Donation,Customer returned,33.4,False,Italian,155,Outdoor,121,True,27607,8,3,5.66,ORD-1135,08:31,CR-19,4.47,13.0,medium,False,False,1.0,2.0,Portion size was perfect.,0.905,,1.5
2025-10-06,Monday,23:44,UrbanEats,Pad Thai,Deli,"Raleigh, Zone-1",Overproduction,7.24,8,4.19,30.34,Donation,Customer returned,33.4,False,Italian,155,Outdoor,121,True,27607,8,3,5.66,ORD-1135,08:31,CR-19,4.47,13.0,medium,False,False,5.0,5.0,Food arrived cold and was late.,0.905,,5.0
2025-10-06,Monday,23:44,UrbanEats,Pad Thai,Deli,"Raleigh, Zone-1",Overproduction,7.24,8,4.19,30.34,Donation,Customer returned,33.4,False,Italian,155,Outdoor,121,True,27607,8,3,5.66,ORD-1135,08:31,CR-19,4.47,13.0,medium,False,False,4.0,5.0,Excellent packaging and timely delivery.,0.905,,4.5
2025-10-06,Monday,23:44,UrbanEats,Pad Thai,Deli,"Raleigh, Zone-1",Overproduction,7.24,8,4.19,30.34,Donation,Customer returned,33.4,False,Italian,155,Outdoor,121,True,27607,8,3,5.66,ORD-1135,08:31,CR-19,4.47,13.0,medium,False,False,1.0,3.0,Packaging sustainable and neat.,0.905,,2.0
2025-10-06,Monday,23:44,UrbanEats,Pad Thai,Deli,"Raleigh, Zone-1",Overproduction,7.24,8,4.19,30.34,Donation,Customer returned,33.4,False,Italian,155,Outdoor,121,True,27607,8,3,5.66,ORD-1135,08:31,CR-19,4.47,13.0,medium,False,False,5.0,2.0,Excellent packaging and timely delivery.,0.905,,3.5
2025-10-06,Monday,23:44,UrbanEats,Pad Thai,Deli,"Raleigh, Zone-1",Overproduction,7.24,8,4.19,30.34,Donation,Customer returned,33.4,False,Italian,155,Outdoor,121,True,27607,8,3,5.66,ORD-1162,10:42,CR-5,8.59,7.0,small,True,False,1.0,2.0,Portion size was perfect.,0.905,,1.5
2025-10-06,Monday,23:44,UrbanEats,Pad Thai,Deli,"Raleigh, Zone-1",Overproduction,7.24,8,4.19,30.34,Donation,Customer returned,33.4,False,Italian,155,Outdoor,121,True,27607,8,3,5.66,ORD-1162,10:42,CR-5,8.59,7.0,small,True,False,5.0,5.0,Food arrived cold and was late.,0.905,,5.0
2025-10-06,Monday,23:44,UrbanEats,Pad Thai,Deli,"Raleigh, Zone-1",Overproduction,7.24,8,4.19,30.34,Donation,Customer returned,33.4,False,Italian,155,Outdoor,121,True,27607,8,3,5.66,ORD-1162,10:42,CR-5,8.59,7.0,small,True,False,4.0,5.0,Excellent packaging and timely delivery.,0.905,,4.5
2025-10-06,Monday,23:44,UrbanEats,Pad Thai,Deli,"Raleigh, Zone-1",Overproduction,7.24,8,4.19,30.34,Donation,Customer returned,33.4,False,Italian,155,Outdoor,121,True,27607,8,3,5.66,ORD-1162,10:42,CR-5,8.59,7.0,small,True,False,1.0,3.0,Packaging sustainable and neat.,0.905,,2.0
2025-10-06,Monday,23:44,UrbanEats,Pad Thai,Deli,"Raleigh, Zone-1",Overproduction,7.24,8,4.19,30.34,Donation,Customer returned,33.4,False,Italian,155,Outdoor,121,True,27607,8,3,5.66,ORD-1162,10:42,CR-5,8.59,7.0,small,True,False,5.0,2.0,Excellent packaging and timely delivery.,0.905,,3.5
2025-10-06,Monday,23:44,UrbanEats,Pad Thai,Deli,"Raleigh, Zone-1",Overproduction,7.24,8,4.19,30.34,Donation,Customer returned,33.4,False,Italian,155,Outdoor,121,True,27607,8,3,5.66,ORD-1197,21:51,CR-2,2.0,17.0,large,True,False,1.0,2.0,Portion size was perfect.,0.905,,1.5
2025-10-06,Monday,23:44,UrbanEats,Pad Thai,Deli,"Raleigh, Zone-1",Overproduction,7.24,8,4.19,30.34,Donation,Customer returned,33.4,False,Italian,155,Outdoor,121,True,27607,8,3,5.66,ORD-1197,21:51,CR-2,2.0,17.0,large,True,False,5.0,5.0,Food arrived cold and was late.,0.905,,5.0
2025-10-06,Monday,23:44,UrbanEats,Pad Thai,Deli,"Raleigh, Zone-1",Overproduction,7.24,8,4.19,30.34,Donation,Customer returned,33.4,False,Italian,155,Outdoor,121,True,27607,8,3,5.66,ORD-1197,21:51,CR-2,2.0,17.0,large,True,False,4.0,5.0,Excellent packaging and timely delivery.,0.905,,4.5
2025-10-06,Monday,23:44,UrbanEats,Pad Thai,Deli,"Raleigh, Zone-1",Overproduction,7.24,8,4.19,30.34,Donation,Customer returned,33.4,False,Italian,155,Outdoor,121,True,27607,8,3,5.66,ORD-1197,21:51,CR-2,2.0,17.0,large,True,False,1.0,3.0,Packaging sustainable and neat.,0.905,,2.0
2025-10-06,Monday,23:44,UrbanEats,Pad Thai,Deli,"Raleigh, Zone-1",Overproduction,7.24,8,4.19,30.34,Donation,Customer returned,33.4,False,Italian,155,Outdoor,121,True,27607,8,3,5.66,ORD-1197,21:51,CR-2,2.0,17.0,large,True,False,5.0,2.0,Excellent packaging and timely delivery.,0.905,,3.5
2025-10-06,Monday,23:44,UrbanEats,Pad Thai,Deli,"Raleigh, Zone-1",Overproduction,7.24,8,4.19,30.34,Donation,Customer returned,33.4,False,Italian,155,Outdoor,121,True,27607,8,3,5.66,ORD-1310,11:28,CR-26,1.44,22.0,large,True,False,1.0,2.0,Portion size was perfect.,0.905,,1.5
2025-10-06,Monday,23:44,UrbanEats,Pad Thai,Deli,"Raleigh, Zone-1",Overproduction,7.24,8,4.19,30.34,Donation,Customer returned,33.4,False,Italian,155,Outdoor,121,True,27607,8,3,5.66,ORD-1310,11:28,CR-26,1.44,22.0,large,True,False,5.0,5.0,Food arrived cold and was late.,0.905,,5.0
2025-10-06,Monday,23:44,UrbanEats,Pad Thai,Deli,"Raleigh, Zone-1",Overproduction,7.24,8,4.19,30.34,Donation,Customer returned,33.4,False,Italian,155,Outdoor,121,True,27607,8,3,5.66,ORD-1310,11:28,CR-26,1.44,22.0,large,True,False,4.0,5.0,Excellent packaging and timely delivery.,0.905,,4.5
2025-10-06,Monday,23:44,UrbanEats,Pad Thai,Deli,"Raleigh, Zone-1",Overproduction,7.24,8,4.19,30.34,Donation,Customer returned,33.4,False,Italian,155,Outdoor,121,True,27607,8,3,5.66,ORD-1310,11:28,CR-26,1.44,22.0,large,True,False,1.0,3.0,Packaging sustainable and neat.,0.905,,2.0
2025-10-06,Monday,23:44,UrbanEats,Pad Thai,Deli,"Raleigh, Zone-1",Overproduction,7.24,8,4.19,30.34,Donation,Customer returned,33.4,False,Italian,155,Outdoor,121,True,27607,8,3,5.66,ORD-1310,11:28,CR-26,1.44,22.0,large,True,False,5.0,2.0,Excellent packaging and timely delivery.,0.905,,3.5
2025-10-06,Monday,23:44,UrbanEats,Pad Thai,Deli,"Raleigh, Zone-1",Overproduction,7.24,8,4.19,30.34,Donation,Customer returned,33.4,False,Italian,155,Outdoor,121,True,27607,8,3,5.66,ORD-1325,05:06,CR-28,5.99,26.0,medium,False,False,1.0,2.0,Portion size was perfect.,0.905,,1.5
2025-10-06,Monday,23:44,UrbanEats,Pad Thai,Deli,"Raleigh, Zone-1",Overproduction,7.24,8,4.19,30.34,Donation,Customer returned,33.4,False,Italian,155,Outdoor,121,True,27607,8,3,5.66,ORD-1325,05:06,CR-28,5.99,26.0,medium,False,False,5.0,5.0,Food arrived cold and was late.,0.905,,5.0
2025-10-06,Monday,23:44,UrbanEats,Pad Thai,Deli,"Raleigh, Zone-1",Overproduction,7.24,8,4.19,30.34,Donation,Customer returned,33.4,False,Italian,155,Outdoor,121,True,27607,8,3,5.66,ORD-1325,05:06,CR-28,5.99,26.0,medium,False,False,4.0,5.0,Excellent packaging and timely delivery.,0.905,,4.5
2025-10-06,Monday,23:44,UrbanEats,Pad Thai,Deli,"Raleigh, Zone-1",Overproduction,7.24,8,4.19,30.34,Donation,Customer returned,33.4,False,Italian,155,Outdoor,121,True,27607,8,3,5.66,ORD-1325,05:06,CR-28,5.99,26.0,medium,False,False,1.0,3.0,Packaging sustainable and neat.,0.905,,2.0
2025-10-06,Monday,23:44,UrbanEats,Pad Thai,Deli,"Raleigh, Zone-1",Overproduction,7.24,8,4.19,30.34,Donation,Customer returned,33.4,False,Italian,155,Outdoor,121,True,27607,8,3,5.66,ORD-1325,05:06,CR-28,5.99,26.0,medium,False,False,5.0,2.0,Excellent packaging and timely delivery.,0.905,,3.5
2025-10-06,Monday,23:44,UrbanEats,Pad Thai,Deli,"Raleigh, Zone-1",Overproduction,7.24,8,4.19,30.34,Donation,Customer returned,33.4,False,Italian,155,Outdoor,121,True,27607,8,3,5.66,ORD-1338,15:55,CR-9,11.96,23.0,large,True,False,1.0,2.0,Portion size was perfect.,0.905,,1.5
2025-10-06,Monday,23:44,UrbanEats,Pad Thai,Deli,"Raleigh, Zone-1",Overproduction,7.24,8,4.19,30.34,Donation,Customer returned,33.4,False,Italian,155,Outdoor,121,True,27607,8,3,5.66,ORD-1338,15:55,CR-9,11.96,23.0,large,True,False,5.0,5.0,Food arrived cold and was late.,0.905,,5.0
2025-10-06,Monday,23:44,UrbanEats,Pad Thai,Deli,"Raleigh, Zone-1",Overproduction,7.24,8,4.19,30.34,Donation,Customer returned,33.4,False,Italian,155,Outdoor,121,True,27607,8,3,5.66,ORD-1338,15:55,CR-9,11.96,23.0,large,True,False,4.0,5.0,Excellent packaging and timely delivery.,0.905,,4.5
2025-10-06,Monday,23:44,UrbanEats,Pad Thai,Deli,"Raleigh, Zone-1",Overproduction,7.24,8,4.19,30.34,Donation,Customer returned,33.4,False,Italian,155,Outdoor,121,True,27607,8,3,5.66,ORD-1338,15:55,CR-9,11.96,23.0,large,True,False,1.0,3.0,Packaging sustainable and neat.,0.905,,2.0
2025-10-06,Monday,23:44,UrbanEats,Pad Thai,Deli,"Raleigh, Zone-1",Overproduction,7.24,8,4.19,30.34,Donation,Customer returned,33.4,False,Italian,155,Outdoor,121,True,27607,8,3,5.66,ORD-1338,15:55,CR-9,11.96,23.0,large,True,False,5.0,2.0,Excellent packaging and timely delivery.,0.905,,3.5
2025-10-08,Wednesday,06:17,GreenBite Cafe,Pad Thai,New American,"Raleigh, Zone-8",Expired,2.83,6,4.78,13.53,Compost,Shift change discard,134.8,True,Seafood,77,Outdoor,375,True,27610,8,3,5.66,ORD-1093,22:03,CR-24,7.5,23.0,medium,True,False,3.0,5.0,Packaging sustainable and neat.,0.472,,4.0
2025-10-08,Wednesday,06:17,GreenBite Cafe,Pad Thai,New American,"Raleigh, Zone-8",Expired,2.83,6,4.78,13.53,Compost,Shift change discard,134.8,True,Seafood,77,Outdoor,375,True,27610,8,3,5.66,ORD-1093,22:03,CR-24,7.5,23.0,medium,True,False,1.0,2.0,Too much salt but tasted good.,0.472,,1.5
2025-10-08,Wednesday,06:17,GreenBite Cafe,Pad Thai,New American,"Raleigh, Zone-8",Expired,2.83,6,4.78,13.53,Compost,Shift change discard,134.8,True,Seafood,77,Outdoor,375,True,27610,8,3,5.66,ORD-1093,22:03,CR-24,7.5,23.0,medium,True,False,5.0,3.0,Food arrived cold and was late.,0.472,,4.0
2025-10-08,Wednesday,06:17,GreenBite Cafe,Pad Thai,New American,"Raleigh, Zone-8",Expired,2.83,6,4.78,13.53,Compost,Shift change discard,134.8,True,Seafood,77,Outdoor,375,True,27610,8,3,5.66,ORD-1093,22:03,CR-24,7.5,23.0,medium,True,False,4.0,2.0,Packaging sustainable and neat.,0.472,,3.0
2025-10-08,Wednesday,06:17,GreenBite Cafe,Pad Thai,New American,"Raleigh, Zone-8",Expired,2.83,6,4.78,13.53,Compost,Shift change discard,134.8,True,Seafood,77,Outdoor,375,True,27610,8,3,5.66,ORD-1093,22:03,CR-24,7.5,23.0,medium,True,False,3.0,2.0,Received wrong item.,0.472,,2.5
2025-10-08,Wednesday,06:17,GreenBite Cafe,Pad Thai,New American,"Raleigh, Zone-8",Expired,2.83,6,4.78,13.53,Compost,Shift change discard,134.8,True,Seafood,77,Outdoor,375,True,27610,8,3,5.66,ORD-1137,23:09,CR-29,4.9,34.0,large,True,True,3.0,5.0,Packaging sustainable and neat.,0.472,,4.0
2025-10-08,Wednesday,06:17,GreenBite Cafe,Pad Thai,New American,"Raleigh, Zone-8",Expired,2.83,6,4.78,13.53,Compost,Shift change discard,134.8,True,Seafood,77,Outdoor,375,True,27610,8,3,5.66,ORD-1137,23:09,CR-29,4.9,34.0,large,True,True,1.0,2.0,Too much salt but tasted good.,0.472,,1.5
2025-10-08,Wednesday,06:17,GreenBite Cafe,Pad Thai,New American,"Raleigh, Zone-8",Expired,2.83,6,4.78,13.53,Compost,Shift change discard,134.8,True,Seafood,77,Outdoor,375,True,27610,8,3,5.66,ORD-1137,23:09,CR-29,4.9,34.0,large,True,True,5.0,3.0,Food arrived cold and was late.,0.472,,4.0
2025-10-08,Wednesday,06:17,GreenBite Cafe,Pad Thai,New American,"Raleigh, Zone-8",Expired,2.83,6,4.78,13.53,Compost,Shift change discard,134.8,True,Seafood,77,Outdoor,375,True,27610,8,3,5.66,ORD-1137,23:09,CR-29,4.9,34.0,large,True,True,4.0,2.0,Packaging sustainable and neat.,0.472,,3.0
2025-10-08,Wednesday,06:17,GreenBite Cafe,Pad Thai,New American,"Raleigh, Zone-8",Expired,2.83,6,4.78,13.53,Compost,Shift change discard,134.8,True,Seafood,77,Outdoor,375,True,27610,8,3,5.66,ORD-1137,23:09,CR-29,4.9,34.0,large,True,True,3.0,2.0,Received wrong item.,0.472,,2.5
2025-10-08,Wednesday,06:17,GreenBite Cafe,Pad Thai,New American,"Raleigh, Zone-8",Expired,2.83,6,4.78,13.53,Compost,Shift change discard,134.8,True,Seafood,77,Outdoor,375,True,27610,8,3,5.66,ORD-1152,12:51,CR-13,5.57,20.0,medium,True,False,3.0,5.0,Packaging sustainable and neat.,0.472,,4.0
2025-10-08,Wednesday,06:17,GreenBite Cafe,Pad Thai,New American,"Raleigh, Zone-8",Expired,2.83,6,4.78,13.53,Compost,Shift change discard,134.8,True,Seafood,77,Outdoor,375,True,27610,8,3,5.66,ORD-1152,12:51,CR-13,5.57,20.0,medium,True,False,1.0,2.0,Too much salt but tasted good.,0.472,,1.5
2025-10-08,Wednesday,06:17,GreenBite Cafe,Pad Thai,New American,"Raleigh, Zone-8",Expired,2.83,6,4.78,13.53,Compost,Shift change discard,134.8,True,Seafood,77,Outdoor,375,True,27610,8,3,5.66,ORD-1152,12:51,CR-13,5.57,20.0,medium,True,False,5.0,3.0,Food arrived cold and was late.,0.472,,4.0
2025-10-08,Wednesday,06:17,GreenBite Cafe,Pad Thai,New American,"Raleigh, Zone-8",Expired,2.83,6,4.78,13.53,Compost,Shift change discard,134.8,True,Seafood,77,Outdoor,375,True,27610,8,3,5.66,ORD-1152,12:51,CR-13,5.57,20.0,medium,True,False,4.0,2.0,Packaging sustainable and neat.,0.472,,3.0
2025-10-08,Wednesday,06:17,GreenBite Cafe,Pad Thai,New American,"Raleigh, Zone-8",Expired,2.83,6,4.78,13.53,Compost,Shift change discard,134.8,True,Seafood,77,Outdoor,375,True,27610,8,3,5.66,ORD-1152,12:51,CR-13,5.57,20.0,medium,True,False,3.0,2.0,Received wrong item.,0.472,,2.5
2025-10-08,Wednesday,06:17,GreenBite Cafe,Pad Thai,New American,"Raleigh, Zone-8",Expired,2.83,6,4.78,13.53,Compost,Shift change discard,134.8,True,Seafood,77,Outdoor,375,True,27610,8,3,5.66,ORD-1247,20:31,CR-28,7.2,19.0,large,True,False,3.0,5.0,Packaging sustainable and neat.,0.472,,4.0
2025-10-08,Wednesday,06:17,GreenBite Cafe,Pad Thai,New American,"Raleigh, Zone-8",Expired,2.83,6,4.78,13.53,Compost,Shift change discard,134.8,True,Seafood,77,Outdoor,375,True,27610,8,3,5.66,ORD-1247,20:31,CR-28,7.2,19.0,large,True,False,1.0,2.0,Too much salt but tasted good.,0.472,,1.5
2025-10-08,Wednesday,06:17,GreenBite Cafe,Pad Thai,New American,"Raleigh, Zone-8",Expired,2.83,6,4.78,13.53,Compost,Shift change discard,134.8,True,Seafood,77,Outdoor,375,True,27610,8,3,5.66,ORD-1247,20:31,CR-28,7.2,19.0,large,True,False,5.0,3.0,Food arrived cold and was late.,0.472,,4.0
2025-10-08,Wednesday,06:17,GreenBite Cafe,Pad Thai,New American,"Raleigh, Zone-8",Expired,2.83,6,4.78,13.53,Compost,Shift change discard,134.8,True,Seafood,77,Outdoor,375,True,27610,8,3,5.66,ORD-1247,20:31,CR-28,7.2,19.0,large,True,False,4.0,2.0,Packaging sustainable and neat.,0.472,,3.0
2025-10-08,Wednesday,06:17,GreenBite Cafe,Pad Thai,New American,"Raleigh, Zone-8",Expired,2.83,6,4.78,13.53,Compost,Shift change discard,134.8,True,Seafood,77,Outdoor,375,True,27610,8,3,5.66,ORD-1247,20:31,CR-28,7.2,19.0,large,True,False,3.0,2.0,Received wrong item.,0.472,,2.5
2025-10-10,Friday,19:24,Village Noodle Bar,Veggie Grain Bowl,Italian,"Raleigh, Zone-4",Prep Trim,11.9,18,3.02,35.94,Trash,Low demand,76.7,True,BBQ,187,Counter,93,True,27607,16,3,6.06,ORD-1105,22:14,CR-1,4.44,16.0,medium,True,False,1.0,4.0,Packaging sustainable and neat.,0.661,,2.5
2025-10-10,Friday,19:24,Village Noodle Bar,Veggie Grain Bowl,Italian,"Raleigh, Zone-4",Prep Trim,11.9,18,3.02,35.94,Trash,Low demand,76.7,True,BBQ,187,Counter,93,True,27607,16,3,6.06,ORD-1105,22:14,CR-1,4.44,16.0,medium,True,False,3.0,2.0,Portion size was perfect.,0.661,,2.5
2025-10-10,Friday,19:24,Village Noodle Bar,Veggie Grain Bowl,Italian,"Raleigh, Zone-4",Prep Trim,11.9,18,3.02,35.94,Trash,Low demand,76.7,True,BBQ,187,Counter,93,True,27607,16,3,6.06,ORD-1127,03:31,CR-14,9.26,15.0,small,True,False,1.0,4.0,Packaging sustainable and neat.,0.661,,2.5
2025-10-10,Friday,19:24,Village Noodle Bar,Veggie Grain Bowl,Italian,"Raleigh, Zone-4",Prep Trim,11.9,18,3.02,35.94,Trash,Low demand,76.7,True,BBQ,187,Counter,93,True,27607,16,3,6.06,ORD-1127,03:31,CR-14,9.26,15.0,small,True,False,3.0,2.0,Portion size was perfect.,0.661,,2.5
2025-10-10,Friday,19:24,Village Noodle Bar,Veggie Grain Bowl,Italian,"Raleigh, Zone-4",Prep Trim,11.9,18,3.02,35.94,Trash,Low demand,76.7,True,BBQ,187,Counter,93,True,27607,16,3,6.06,ORD-1178,08:06,CR-19,6.03,23.0,large,False,False,1.0,4.0,Packaging sustainable and neat.,0.661,,2.5
2025-10-10,Friday,19:24,Village Noodle Bar,Veggie Grain Bowl,Italian,"Raleigh, Zone-4",Prep Trim,11.9,18,3.02,35.94,Trash,Low demand,76.7,True,BBQ,187,Counter,93,True,27607,16,3,6.06,ORD-1178,08:06,CR-19,6.03,23.0,large,False,False,3.0,2.0,Portion size was perfect.,0.661,,2.5
